Sample	Ring.fr.pith	Ring.fr.bark	Distance.fr.pith	Ring.width	EW.width	LW.width	Proportion.EW	Density	Min.density	Max.density	EW.density	LW.density
4D	28	47	29.245	0.99	0.75	0.24	0.757575758	0.437880341	0.264826047	1.000438601	0.317816667	0.813079323
4D	29	46	30.25	1.02	0.77	0.25	0.754901961	0.434632412	0.264908918	0.886966872	0.331902292	0.751041178
4D	30	45	31.295	1.07	0.78	0.29	0.728971963	0.450452983	0.264986203	0.902428454	0.326185882	0.784688636
4D	31	44	32.35	1.04	0.69	0.35	0.663461538	0.522503705	0.295438803	0.940685337	0.373426556	0.816398656
4D	32	43	33.405	1.07	0.81	0.26	0.757009346	0.484514278	0.318293807	0.963755625	0.378676954	0.814238251
4D	33	42	34.385	0.89	0.67	0.22	0.752808989	0.426202414	0.280444144	0.842514047	0.345617236	0.671620909
4D	34	41	35.29	0.92	0.68	0.24	0.739130435	0.440972955	0.257717186	0.918718501	0.338275326	0.73194957
4D	35	40	36.195	0.89	0.64	0.25	0.719101124	0.4579441	0.265392694	1.010145159	0.334379583	0.774269264
4D	36	39	37.035	0.79	0.51	0.28	0.64556962	0.535064049	0.26545329	1.017992151	0.354732821	0.863524499
4D	37	38	37.85	0.84	0.59	0.25	0.702380952	0.479777971	0.273124385	1.003037679	0.328800056	0.83608585
4D	38	37	38.665	0.79	0.44	0.35	0.556962025	0.590002434	0.295999423	1.018482136	0.358397855	0.881162476
4D	39	36	39.345	0.57	0.41	0.16	0.719298246	0.483436663	0.280857672	1.041505304	0.345054273	0.838041537
4D	40	35	39.93	0.6	0.45	0.15	0.75	0.455896005	0.288512917	0.980841662	0.359695803	0.744496611
4D	41	34	40.55	0.64	0.41	0.23	0.640625	0.503179971	0.288561278	0.9049178	0.355940341	0.765650617
4D	42	33	41.17	0.6	0.44	0.16	0.733333333	0.463171053	0.28862637	0.935549879	0.359546637	0.748138196
4D	43	32	41.815	0.69	0.48	0.21	0.695652174	0.442811285	0.265849868	0.890050109	0.330870731	0.69867541
4D	44	31	42.46	0.6	0.43	0.17	0.716666667	0.45206134	0.265902564	0.996813192	0.333541925	0.751845743
4D	45	30	43.08	0.64	0.46	0.18	0.71875	0.493456866	0.281191775	1.042696706	0.349221408	0.862058593
4D	46	29	43.795	0.79	0.51	0.28	0.64556962	0.511292821	0.281240672	0.959173637	0.35292483	0.799748805
4D	47	28	44.61	0.84	0.55	0.29	0.654761905	0.472694915	0.26606565	0.883232782	0.333116968	0.737411713
4D	48	27	45.44	0.82	0.59	0.23	0.719512195	0.498485444	0.296603811	0.974897897	0.356554515	0.862569132
4D	49	26	46.26	0.82	0.53	0.29	0.646341463	0.512832305	0.266209428	0.982761468	0.334377784	0.838973325
4D	50	25	47.105	0.87	0.56	0.31	0.643678161	0.532701103	0.296759598	0.990631955	0.368383049	0.829533716
4D	51	24	47.935	0.79	0.56	0.23	0.708860759	0.486651445	0.258716943	1.021397657	0.32803924	0.872837682
4D	52	23	48.75	0.84	0.68	0.16	0.80952381	0.425165021	0.28166602	1.029291302	0.325872019	0.847160277
4D	53	22	49.615	0.89	0.65	0.24	0.730337079	0.545637285	0.296986325	1.090604619	0.411685906	0.90842227
4D	54	21	50.605	1.09	0.84	0.25	0.770642202	0.466356589	0.274178886	0.968844893	0.344433312	0.8760188
4D	55	20	51.785	1.27	0.92	0.35	0.724409449	0.523329071	0.266640882	1.015039622	0.392050207	0.868404944
4D	56	19	53.125	1.41	1.11	0.3	0.787234043	0.454390653	0.282049504	0.946727766	0.350719082	0.837975467
4D	57	18	54.5	1.34	0.96	0.38	0.71641791	0.519243632	0.305063488	0.992924654	0.369792706	0.896803866
4D	58	17	56.195	2.05	1.43	0.62	0.697560976	0.557288463	0.274635595	1.054677335	0.386600599	0.95097176
4D	59	16	58.15	1.86	1.33	0.53	0.715053763	0.50938133	0.274804727	0.978815282	0.368744528	0.862300096
4D	60	15	60.06	1.96	1.4	0.56	0.714285714	0.514894832	0.28263319	0.987068516	0.354308317	0.916361119
4D	61	14	62.055	2.03	1.34	0.69	0.660098522	0.525909916	0.275111547	0.964680846	0.364414516	0.839538665
4D	62	13	63.94	1.74	1.29	0.45	0.74137931	0.49424588	0.290593778	1.026578798	0.372617759	0.84291316
4D	63	12	65.605	1.59	1.09	0.5	0.685534591	0.510670967	0.283134922	1.01168051	0.37118213	0.814756632
4D	64	11	67.535	2.26	1.48	0.78	0.654867257	0.496190812	0.29094649	0.904913417	0.355009616	0.76407308
4D	65	10	69.985	2.63	1.95	0.68	0.741444867	0.483066782	0.260439255	0.967117438	0.348893633	0.867828016
4D	66	9	72.74	2.88	1.92	0.96	0.666666667	0.476219868	0.275993661	0.890958057	0.352594544	0.723470515
4D	67	8	75.595	2.83	1.54	1.29	0.544169611	0.473116103	0.245466576	0.799509658	0.30727894	0.671092252
4D	68	7	78.485	2.95	2.14	0.81	0.725423729	0.447756663	0.268780352	0.877232179	0.330993093	0.756243131
4D	69	6	80.965	2.01	1.37	0.64	0.68159204	0.5357084	0.261302992	0.970326533	0.379485031	0.87012405
4D	70	5	83.025	2.11	1.25	0.86	0.592417062	0.515914763	0.253756753	0.994043785	0.326251816	0.791587651
4D	71	4	84.935	1.71	1.28	0.43	0.748538012	0.444984029	0.238522297	0.917491179	0.309764948	0.847496645
4D	72	3	86.47	1.36	0.88	0.48	0.647058824	0.509792962	0.261772202	0.92558903	0.339664764	0.821694659
4D	73	2	87.67	1.04	0.63	0.41	0.605769231	0.523203661	0.285032828	0.887266384	0.356366812	0.779562721
4D	74	1	88.645	0.91	0.57	0.34	0.626373626	0.593452623	0.292845194	1.072906215	0.398936204	0.919553678
4U	1	74	1.325	2.65	1.08	1.57	0.40754717	0.494259352	0.347435021	0.739789943	0.438395918	0.532687701
4U	2	73	3.06	0.82	0.37	0.45	0.451219512	0.477324622	0.391833703	0.562092593	0.413441432	0.529850801
4U	3	72	4.28	1.61	1.02	0.59	0.633540373	0.468533983	0.302992803	0.717526825	0.364970777	0.647575457
4U	4	71	6.02	1.86	0.12	1.74	0.064516129	0.657615792	0.480644305	0.761929446	0.525059252	0.666757622
4U	5	70	7.73	1.56	1.33	0.23	0.852564103	0.46747452	0.369584244	0.761887984	0.429083129	0.689476917
4U	6	69	9.03	1.04	0.71	0.33	0.682692308	0.513486067	0.362174791	0.85809507	0.405857931	0.745049632
4U	7	68	10.035	0.97	0.74	0.23	0.762886598	0.484104636	0.339963131	0.850675494	0.400677215	0.752523295
4U	8	67	11.015	0.99	0.73	0.26	0.737373737	0.473332618	0.30294751	0.843256931	0.378789096	0.73878174
4U	9	66	12.23	1.44	1.09	0.35	0.756944444	0.48504351	0.310341418	0.917245728	0.375460752	0.82631553
4U	10	65	13.75	1.59	1.16	0.43	0.729559748	0.483480734	0.29552822	0.917213795	0.366096698	0.800144646
4U	11	64	15.12	1.14	0.9	0.24	0.789473684	0.47249305	0.288119788	1.028206416	0.36648799	0.870012025
4U	12	63	16.21	1.04	0.81	0.23	0.778846154	0.452352631	0.325116679	0.828364224	0.369613548	0.743738097
4U	13	62	17.225	0.99	0.71	0.28	0.717171717	0.513638285	0.339911964	0.917153949	0.390882773	0.824911191
4U	14	61	18.19	0.94	0.72	0.22	0.765957447	0.475867648	0.26590017	0.998540794	0.361900843	0.84884992
4U	15	60	19.09	0.86	0.68	0.18	0.790697674	0.504769899	0.317697737	1.072524603	0.402148374	0.892451215
4U	16	59	19.805	0.57	0.43	0.14	0.754385965	0.475043991	0.295492491	1.005909989	0.35469371	0.844691283
4U	17	58	20.4	0.62	0.41	0.21	0.661290323	0.549837158	0.288088858	1.094698337	0.362270201	0.916039311
4U	18	57	21.055	0.69	0.53	0.16	0.768115942	0.462574024	0.317684095	0.894882061	0.365854468	0.782957552
4U	19	56	21.735	0.67	0.49	0.18	0.731343284	0.487435576	0.317680917	0.954069952	0.363438772	0.824982431
4U	20	55	22.42	0.69	0.53	0.16	0.768115942	0.481877306	0.288076729	1.013254015	0.368636427	0.856987715
4U	21	54	23.08	0.62	0.5	0.12	0.806451613	0.429978707	0.273272429	1.005840381	0.331878197	0.838730833
4U	22	53	23.745	0.71	0.54	0.17	0.76056338	0.503593891	0.273269011	1.087221626	0.361927233	0.953593862
4U	23	52	24.57	0.94	0.66	0.28	0.70212766	0.540825568	0.295463544	0.968809391	0.398944196	0.875260232
4U	24	51	25.435	0.79	0.63	0.16	0.797468354	0.488307857	0.317656154	1.050184709	0.37778988	0.923472392
4U	25	50	26.275	0.89	0.74	0.15	0.831460674	0.459481033	0.273254943	1.064964253	0.355445816	0.972721436
4U	26	49	27.24	1.04	0.86	0.18	0.826923077	0.465908383	0.295447719	1.0427441	0.372448351	0.912439647
4U	27	48	28.32	1.12	0.97	0.15	0.866071429	0.442161601	0.295439899	0.968730647	0.378658307	0.852816231
4U	28	47	29.425	1.09	0.9	0.19	0.825688073	0.408856184	0.251039853	0.97610793	0.319273084	0.833197184
4U	29	46	30.49	1.04	0.9	0.14	0.865384615	0.399289587	0.251034883	1.013079175	0.323787152	0.884662383
4U	30	45	31.66	1.29	1	0.29	0.775193798	0.464770345	0.265826305	0.961264689	0.354828947	0.843878613
4U	31	44	32.93	1.24	0.93	0.31	0.75	0.500769326	0.295412132	0.968636979	0.378780634	0.866735404
4U	32	43	34.23	1.36	1.08	0.28	0.794117647	0.48949025	0.317598167	1.049988629	0.373904625	0.935320518
4U	33	42	35.48	1.14	0.85	0.29	0.745614035	0.425245312	0.28799731	0.791040632	0.339695716	0.675994129
4U	34	41	36.585	1.07	0.85	0.22	0.794392523	0.466016911	0.295389664	0.96856452	0.36466545	0.857602101
4U	35	40	37.69	1.14	0.9	0.24	0.789473684	0.479927981	0.30277985	0.998130912	0.383823092	0.840321314
4U	36	39	38.665	0.81	0.6	0.21	0.740740741	0.519029377	0.295376862	1.035102383	0.36885608	0.948095939
4U	37	38	39.455	0.77	0.6	0.17	0.779220779	0.467811094	0.287974268	0.96850983	0.355041761	0.865820504
4U	38	37	40.24	0.79	0.45	0.34	0.569620253	0.625724114	0.317558264	1.027674687	0.390214053	0.937428606
4U	39	36	40.91	0.54	0.43	0.11	0.796296296	0.504805132	0.302759474	1.086834039	0.378620896	0.998070784
4U	40	35	41.425	0.49	0.38	0.11	0.775510204	0.516057345	0.317549729	1.049837899	0.390934545	0.948299747
4U	41	34	42.04	0.74	0.47	0.27	0.635135135	0.554741779	0.295355937	0.953667225	0.3677498	0.880246337
4U	42	33	42.845	0.87	0.65	0.22	0.747126437	0.490638367	0.317541062	0.864889226	0.389800348	0.788568877
4U	43	32	43.6	0.64	0.47	0.17	0.734375	0.508457969	0.302742443	0.961031974	0.384261721	0.851824066
4U	44	31	44.19	0.54	0.45	0.09	0.833333333	0.462720377	0.2953416	1.034984205	0.367662664	0.938008938
4U	45	30	44.795	0.67	0.48	0.19	0.71641791	0.550015402	0.310132126	0.975801061	0.407362741	0.910401073
4U	46	29	45.515	0.77	0.57	0.2	0.74025974	0.581385642	0.339712971	1.057143806	0.439885765	0.984660291
4U	47	28	46.38	0.96	0.75	0.21	0.78125	0.536009666	0.295328863	1.0497257	0.42550073	0.930684437
4U	48	27	47.395	1.07	0.72	0.35	0.672897196	0.602633937	0.339698746	1.027517545	0.443140111	0.930735522
4U	49	26	48.375	0.89	0.65	0.24	0.730337079	0.538463056	0.295315943	1.005308156	0.398744418	0.916867701
4U	50	25	49.295	0.94	0.69	0.25	0.734042553	0.547758051	0.302706747	1.108826676	0.402494981	0.948684125
4U	51	24	50.165	0.79	0.68	0.11	0.860759494	0.485622843	0.280514488	1.057038983	0.410697704	0.948796428
4U	52	23	51.005	0.89	0.76	0.13	0.853932584	0.472872248	0.280508878	1.064414752	0.388229452	0.967707051
4U	53	22	51.96	1.02	0.72	0.3	0.705882353	0.539481634	0.302689091	1.101370016	0.385167907	0.909834578
4U	54	21	53.065	1.19	0.9	0.29	0.756302521	0.530437705	0.324869287	1.005206595	0.417882376	0.879747346
4U	55	20	54.365	1.41	0.94	0.47	0.666666667	0.573661202	0.302676103	1.034755475	0.391807734	0.937368137
4U	56	19	55.95	1.76	1.2	0.56	0.681818182	0.568029353	0.347036202	1.042113384	0.418330856	0.888811847
4U	57	18	57.525	1.39	1	0.39	0.71942446	0.540390979	0.302655236	0.990325557	0.390353282	0.925103025
4U	58	17	59.34	2.23	1.45	0.78	0.650224215	0.612567556	0.302645591	1.071616357	0.421818801	0.967164602
4U	59	16	61.315	1.71	1.14	0.57	0.666666667	0.557131628	0.295237833	1.027210892	0.397973704	0.875447475
4U	60	15	63.16	1.98	1.44	0.54	0.727272727	0.547760824	0.317406816	1.019778294	0.396785485	0.95036173
4U	61	14	65.13	1.96	1.24	0.72	0.632653061	0.58324508	0.287822481	1.019735609	0.395262799	0.906992341
4U	62	13	67.005	1.78	1.38	0.4	0.775280899	0.507831677	0.295205001	1.078836026	0.394900506	0.897444215
4U	63	12	69.19	2.58	1.78	0.8	0.689922481	0.532264117	0.287800904	0.975294509	0.371151376	0.890739966
4U	64	11	72.055	3.15	2.23	0.92	0.707936508	0.501162431	0.302565811	0.923486316	0.384509065	0.783920046
4U	65	10	75.385	3.5	2.65	0.85	0.757142857	0.489418417	0.272977132	0.975153589	0.359529479	0.894366284
4U	66	9	78.84	3.4	2.44	0.96	0.717647059	0.4800125	0.30252663	0.908574367	0.374828514	0.747355132
4U	67	8	82.165	3.25	2.17	1.08	0.667692308	0.487738168	0.258161377	0.878944342	0.355768663	0.752899118
4U	68	7	85.385	3.18	2.12	1.06	0.666666667	0.483916076	0.265533135	0.864113821	0.336259855	0.77922852
4U	69	6	88.095	2.23	1.29	0.94	0.578475336	0.64079418	0.28768768	1.048806702	0.421845672	0.941266069
4U	70	5	90.315	2.21	1.56	0.65	0.705882353	0.545023784	0.272894063	1.048758241	0.418595382	0.848451948
4U	71	4	92.675	2.51	1.49	1.02	0.593625498	0.562604589	0.295047341	0.982203943	0.368936829	0.845511413
4U	72	3	94.915	1.96	1.3	0.66	0.663265306	0.55607424	0.317201436	0.974772456	0.399098526	0.865268828
4U	73	2	96.94	2.08	1.26	0.82	0.605769231	0.585185758	0.317187771	0.915625864	0.436279065	0.813993603
4U	74	1	98.575	1.19	0.8	0.39	0.672268908	0.603815922	0.317174899	1.085522239	0.442493552	0.934733603
5D	1	81	1.9	3.8	0.86	2.94	0.226315789	0.418350169	0.216993903	0.584151556	0.277761152	0.459474847
5D	2	80	4.48	1.36	0.94	0.42	0.691176471	0.453273214	0.314277369	0.688909009	0.37612882	0.625929714
5D	3	79	5.935	1.54	1.17	0.37	0.75974026	0.440109645	0.336661445	0.681221613	0.384745526	0.615179969
5D	4	78	7.48	1.54	1.22	0.32	0.792207792	0.409206753	0.299112966	0.666048992	0.357246633	0.607304708
5D	5	77	8.86	1.22	0.92	0.3	0.754098361	0.507215556	0.351468284	0.927971823	0.40972816	0.806176903
5D	6	76	9.955	0.97	0.62	0.35	0.639175258	0.543014298	0.343895824	0.890397966	0.413691977	0.772099552
5D	7	75	10.975	1.07	0.77	0.3	0.719626168	0.487786611	0.313880554	0.935126147	0.38203276	0.759221494
5D	8	74	12.145	1.27	0.87	0.4	0.68503937	0.528653945	0.321314356	0.987285488	0.387714685	0.835196834
5D	9	73	13.425	1.29	0.89	0.4	0.689922481	0.53825317	0.34366756	0.949671555	0.410515224	0.822470098
5D	10	72	14.8	1.46	1.1	0.36	0.753424658	0.489436792	0.306196962	0.971827307	0.400712065	0.760540125
5D	11	71	16.205	1.34	1.03	0.31	0.768656716	0.478481084	0.336014041	0.904290412	0.404055499	0.725766094
5D	12	70	17.8	1.84	1.45	0.39	0.788043478	0.496035418	0.350877528	0.963795795	0.416929356	0.790147696
5D	13	69	19.54	1.64	1.17	0.47	0.713414634	0.504689583	0.32089291	0.963505213	0.380348052	0.814220626
5D	14	68	21.325	1.93	1.4	0.53	0.725388601	0.465063166	0.290881152	0.903410379	0.357221584	0.749927721
5D	15	67	23.345	2.11	1.63	0.48	0.772511848	0.460195213	0.305725592	0.873219116	0.369863312	0.766947291
5D	16	66	25.505	2.21	1.68	0.53	0.760180995	0.469373271	0.290657882	0.917641675	0.361988734	0.809761992
5D	17	65	27.63	2.03	1.56	0.47	0.768472906	0.453702543	0.290531357	0.954606937	0.358100465	0.771020081
5D	18	64	29.555	1.81	1.4	0.41	0.773480663	0.480064103	0.305370801	1.028901758	0.376134306	0.834946338
5D	19	63	31.205	1.49	1.12	0.37	0.751677852	0.475793219	0.327657585	0.879469082	0.389114118	0.738173201
5D	20	62	32.495	1.09	0.67	0.42	0.614678899	0.542423816	0.335034839	0.931469369	0.387785644	0.789108519
5D	21	61	33.77	1.46	1.17	0.29	0.801369863	0.472026607	0.282777109	0.99831588	0.37751179	0.853345005
5D	22	60	35.215	1.43	1.03	0.4	0.72027972	0.580678915	0.342328498	1.094928464	0.440509977	0.941613931
5D	23	59	36.575	1.29	0.92	0.37	0.713178295	0.509020983	0.30499087	1.042531916	0.376573179	0.838350658
5D	24	58	37.845	1.24	0.82	0.42	0.661290323	0.5442844	0.297477923	1.042299775	0.369410704	0.885704474
5D	25	57	39.055	1.17	0.85	0.32	0.726495726	0.454731262	0.297401459	0.885669724	0.361442303	0.702530059
5D	26	56	40.2	1.12	0.77	0.35	0.6875	0.511520597	0.30479326	1.056768691	0.367345183	0.828706507
5D	27	55	41.38	1.24	0.79	0.45	0.637096774	0.526465644	0.289839006	0.959738325	0.362953194	0.813520834
5D	28	54	42.345	0.69	0.46	0.23	0.666666667	0.518447745	0.304664785	1.056371078	0.383295648	0.788751938
5D	29	53	43.095	0.81	0.49	0.32	0.604938272	0.548447287	0.267414554	1.033898359	0.364155498	0.830644088
5D	30	52	43.995	0.99	0.66	0.33	0.666666667	0.542886089	0.304584337	1.03372635	0.380557068	0.867544132
5D	31	51	45.185	1.39	1.01	0.38	0.726618705	0.499991215	0.297073429	1.018566959	0.366523057	0.854735531
5D	32	50	46.475	1.19	0.8	0.39	0.672268908	0.507227844	0.282134017	1.033253621	0.35277804	0.824047954
5D	33	49	47.935	1.73	1.34	0.39	0.774566474	0.475645836	0.274632179	1.077528349	0.349463889	0.909194065
5D	34	48	49.7	1.79	1.38	0.41	0.770949721	0.486262831	0.296836194	0.973115555	0.382466883	0.835624799
5D	35	47	51.715	2.23	1.67	0.56	0.748878924	0.5138331	0.304145926	1.099032497	0.372047501	0.93665801
5D	36	46	53.845	2.03	1.47	0.56	0.724137931	0.542488652	0.31891094	1.120938194	0.387154262	0.950241426
5D	37	45	55.74	1.76	1.25	0.51	0.710227273	0.545468137	0.326227077	1.068608651	0.394635637	0.915155636
5D	38	44	57.61	1.98	1.34	0.64	0.676767677	0.560059804	0.318683671	1.038517105	0.39489719	0.905869028
5D	39	43	59.57	1.93	1.31	0.62	0.678756477	0.555385234	0.325997614	1.045595545	0.396728596	0.890611357
5D	40	42	61.22	1.36	0.96	0.4	0.705882353	0.503175293	0.29620684	0.963705689	0.384757743	0.78737741
5D	41	41	62.495	1.19	0.87	0.32	0.731092437	0.50395593	0.303558778	1.015402195	0.375753062	0.852507478
5D	42	40	63.745	1.31	0.9	0.41	0.687022901	0.531670594	0.296078728	0.941064166	0.389577653	0.843581929
5D	43	39	64.895	0.99	0.71	0.28	0.717171717	0.55641544	0.325668692	1.074298192	0.402712077	0.946163253
5D	44	38	65.81	0.84	0.59	0.25	0.702380952	0.505060043	0.281131793	1.037076717	0.363668349	0.838744443
5D	45	37	66.6	0.74	0.39	0.35	0.527027027	0.624975156	0.318151578	1.066589749	0.389978544	0.886828523
5D	46	36	67.205	0.47	0.3	0.17	0.638297872	0.492787581	0.325525584	0.896053551	0.386776527	0.679865911
5D	47	35	67.675	0.47	0.35	0.12	0.744680851	0.444348928	0.303266872	0.970066599	0.359785714	0.690991633
5D	48	34	68.095	0.37	0.25	0.12	0.675675676	0.486049698	0.295837751	0.970001973	0.366955821	0.73416194
5D	49	33	68.565	0.57	0.4	0.17	0.701754386	0.480480637	0.25877127	0.932868489	0.350813047	0.785580846
5D	50	32	69.17	0.64	0.49	0.15	0.765625	0.488008134	0.310600214	0.962383744	0.385116449	0.824120971
5D	51	31	69.775	0.57	0.44	0.13	0.771929825	0.451010948	0.280930887	0.962279808	0.352806323	0.783395831
5D	52	30	70.385	0.64	0.42	0.22	0.65625	0.597846707	0.310534804	1.095477977	0.407680303	0.96089166
5D	53	29	71.195	0.97	0.64	0.33	0.659793814	0.540692406	0.303094944	0.954621076	0.390198191	0.832559974
5D	54	28	72.125	0.89	0.59	0.3	0.662921348	0.539415072	0.295630675	0.991467146	0.371161711	0.870313349
5D	55	27	72.98	0.82	0.63	0.19	0.768292683	0.512481179	0.302983703	1.065336835	0.397324256	0.89431729
5D	56	26	73.76	0.74	0.45	0.29	0.608108108	0.57746311	0.317745241	0.97639437	0.392080452	0.865125855
5D	57	25	74.74	1.22	0.77	0.45	0.631147541	0.605829234	0.317688665	1.109396225	0.399952928	0.958106468
5D	58	24	75.72	0.74	0.56	0.18	0.756756757	0.499876483	0.310231592	1.005630595	0.381040277	0.869589126
5D	59	23	76.4	0.62	0.44	0.18	0.709677419	0.557161578	0.317589278	1.07949178	0.40383544	0.931958802
5D	60	22	77.205	0.99	0.64	0.35	0.646464646	0.559591264	0.28795699	1.027555306	0.354295941	0.934988427
5D	61	21	78.21	1.02	0.63	0.39	0.617647059	0.545415379	0.324897165	0.894265974	0.39871993	0.782384951
5D	62	20	79.565	1.69	1.08	0.61	0.639053254	0.540539866	0.302630349	0.990095496	0.362120152	0.856430508
5D	63	19	81.145	1.46	1.11	0.35	0.760273973	0.491170277	0.295145267	1.026763512	0.372453567	0.867671843
5D	64	18	82.585	1.41	0.96	0.45	0.680851064	0.511642549	0.28030119	0.967422211	0.349182915	0.858223101
5D	65	17	84.07	1.56	0.95	0.61	0.608974359	0.599975283	0.272847027	1.055796464	0.361174245	0.971878539
5D	66	16	85.58	1.46	0.96	0.5	0.657534247	0.575579304	0.294926982	1.055500856	0.383925006	0.943555557
5D	67	15	87	1.38	0.95	0.43	0.688405797	0.58608829	0.302226284	1.070003402	0.428212686	0.934883228
5D	68	14	88.445	1.51	1.02	0.49	0.675496689	0.570638046	0.302146577	1.106651818	0.38522446	0.956601021
5D	69	13	89.82	1.24	0.85	0.39	0.685483871	0.586341973	0.316828801	1.091607582	0.391320832	1.011388048
5D	70	12	91.035	1.19	0.85	0.34	0.714285714	0.508938261	0.265113666	1.032349805	0.335939084	0.941436203
5D	71	11	92.34	1.41	1.08	0.33	0.765957447	0.46931184	0.257669427	0.980458601	0.339972507	0.892604204
5D	72	10	93.945	1.79	1.35	0.44	0.754189944	0.446293985	0.228105194	0.958013636	0.317737009	0.840730162
5D	73	9	95.995	2.31	1.51	0.8	0.653679654	0.48867348	0.272262326	0.965075649	0.346412203	0.75719164
5D	74	8	98.175	2.05	1.39	0.66	0.67804878	0.505246166	0.272148708	0.994156876	0.331201349	0.871795101
5D	75	7	99.92	1.44	1.14	0.3	0.791666667	0.493233283	0.286785133	0.993861446	0.388368253	0.891720395
5D	76	6	101.035	0.79	0.57	0.22	0.721518987	0.515771905	0.27936292	1.03789249	0.3554656	0.931110968
5D	77	5	101.825	0.79	0.48	0.31	0.607594937	0.597540487	0.294051273	1.030384039	0.366311782	0.95557203
5D	78	4	102.895	1.34	1.03	0.31	0.768656716	0.498551503	0.286637334	0.934426858	0.394572413	0.844030416
5D	79	3	104.15	1.16	0.86	0.3	0.74137931	0.502425513	0.264491372	1.029930613	0.356411435	0.920999203
5D	80	2	105.575	1.69	1.2	0.49	0.710059172	0.524093182	0.286501472	0.963413629	0.387872246	0.857695473
5D	81	1	107.485	2.13	1.25	0.88	0.58685446	0.670901872	0.308490861	1.49995062	0.439552441	0.999523222
5U	1	81	1.685	3.37	1.37	2	0.40652819	0.646461332	0.509496006	0.786579618	0.627477942	0.659464954
5U	2	80	4.115	1.49	1.19	0.3	0.798657718	0.639654504	0.501687199	0.951215109	0.58088182	0.872786152
5U	3	79	5.69	1.66	1.36	0.3	0.819277108	0.597442466	0.471535785	0.853543413	0.551968205	0.803592449
5U	4	78	7.315	1.59	1.21	0.38	0.761006289	0.608218546	0.471405907	0.890732305	0.542023746	0.818996724
5U	5	77	8.735	1.24	1.01	0.23	0.814516129	0.620156051	0.45631019	1.062734966	0.551483022	0.921720224
5U	6	76	9.855	0.99	0.67	0.32	0.676767677	0.664818135	0.441228564	1.070023657	0.527819893	0.951658205
5U	7	75	10.91	1.12	0.83	0.29	0.741071429	0.596165541	0.433652493	1.002447014	0.500473049	0.870044055
5U	8	74	12.005	1.07	0.79	0.28	0.738317757	0.599439682	0.433549286	1.05462139	0.485658319	0.920465668
5U	9	73	13.135	1.19	0.88	0.31	0.739495798	0.577433423	0.448413118	0.919718487	0.490604527	0.82391545
5U	10	72	14.225	0.99	0.68	0.31	0.686868687	0.552145666	0.388481893	0.844754429	0.458791198	0.75692321
5U	11	71	15.28	1.12	0.78	0.34	0.696428571	0.527232774	0.380927383	0.837099853	0.439238436	0.72910214
5U	12	70	16.57	1.46	0.99	0.47	0.678082192	0.522334671	0.380844584	0.777060242	0.439613651	0.69657682
5U	13	69	18.055	1.51	1.12	0.39	0.741721854	0.500524647	0.380730706	0.829151192	0.420188404	0.731233859
5U	14	68	19.515	1.41	1.06	0.35	0.75177305	0.509199944	0.328323027	0.911141099	0.411164716	0.806106633
5U	15	67	20.95	1.46	1.18	0.28	0.808219178	0.508348206	0.358112436	0.940778486	0.432517207	0.827921705
5U	16	66	22.475	1.59	1.15	0.44	0.72327044	0.499863919	0.290793208	0.947967625	0.376077555	0.823396461
5U	17	65	24.025	1.51	1.16	0.35	0.768211921	0.496112458	0.313091184	0.95517553	0.392615721	0.839130215
5U	18	64	25.435	1.31	1.02	0.29	0.778625954	0.506024098	0.290631406	0.984790844	0.402760054	0.86922867
5U	19	63	26.79	1.39	1.05	0.34	0.755395683	0.472611479	0.283104477	0.8875236	0.376711714	0.768772519
5U	20	62	28.37	1.76	1.12	0.64	0.636363636	0.581902666	0.357662971	0.96187114	0.435650274	0.837844353
5U	21	61	30.08	1.66	1.26	0.4	0.759036145	0.528144609	0.335154587	0.969006476	0.424824514	0.85360291
5U	22	60	31.655	1.49	1.14	0.35	0.765100671	0.575981981	0.379767949	1.050749552	0.470439817	0.919747885
5U	23	59	32.985	1.17	0.9	0.27	0.769230769	0.514745448	0.320044031	0.998338696	0.41629633	0.842909174
5U	24	58	34.13	1.12	0.76	0.36	0.678571429	0.556663448	0.297629889	1.035404449	0.385686895	0.917613948
5U	25	57	35.185	0.99	0.7	0.29	0.707070707	0.53532167	0.312459951	0.997952438	0.399863336	0.862290063
5U	26	56	36.2	1.04	0.82	0.22	0.788461538	0.49470731	0.312410788	1.042449896	0.390359676	0.883639401
5U	27	55	37.365	1.29	0.86	0.43	0.666666667	0.540456435	0.304898493	1.027339243	0.382499214	0.856370878
5U	28	54	38.38	0.74	0.54	0.2	0.72972973	0.530952399	0.297382625	1.056956287	0.388127271	0.916580247
5U	29	53	39.22	0.94	0.64	0.3	0.680851064	0.50755798	0.267555073	0.952549869	0.368659767	0.803874168
5U	30	52	40.1	0.82	0.61	0.21	0.743902439	0.517083317	0.312176177	0.989610801	0.398833015	0.860572289
5U	31	51	41.055	1.09	0.82	0.27	0.752293578	0.492735882	0.28980043	0.95964425	0.377756159	0.841933558
5U	32	50	42.045	0.89	0.72	0.17	0.808988764	0.444927684	0.267410616	0.914824679	0.364676776	0.784813881
5U	33	49	43.085	1.19	0.97	0.22	0.81512605	0.462308113	0.282241445	1.011346043	0.366469522	0.884869171
5U	34	48	44.405	1.44	1.11	0.33	0.770833333	0.456546663	0.244980587	0.899523572	0.357372817	0.790131419
